WKT,nama,deskripsi
"POLYGON ((106.8509288 -6.2328922, 106.8507894 -6.2331268, 106.8506928 -6.2334254, 106.8506713 -6.2338094, 106.8507786 -6.2342573, 106.8510147 -6.2345666, 106.8515511 -6.2348866, 106.8520983 -6.2352492, 106.8525703 -6.2356545, 106.8527313 -6.2363477, 106.8525811 -6.236849, 106.8523665 -6.2375209, 106.8521841 -6.2383528, 106.8518408 -6.2395367, 106.851755 -6.2398886, 106.8520876 -6.2405499, 106.8525489 -6.2415417, 106.8527849 -6.2420963, 106.8539436 -6.2420323, 106.8534287 -6.2414777, 106.8531175 -6.2409765, 106.8529673 -6.2402619, 106.8529566 -6.23943, 106.8531926 -6.2385981, 106.8535038 -6.2374463, 106.8536218 -6.2365184, 106.8533321 -6.2349612, 106.8532355 -6.2346946, 106.8528386 -6.2348119, 106.8528064 -6.234172, 106.8525811 -6.2335321, 106.8516906 -6.2335427, 106.8513151 -6.2335214, 106.8512936 -6.2331055, 106.8509288 -6.2328922))",Tebet Echo Park,
